Value,Score,Method,Channel,Optimal,What,Participant,Condition,Sampling_Rate,Lowpass,Original_Frequencies,Duration,Dataset
4,0.5361390036833842,AFN,AF8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6659863654212105,AFN,AF8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7500089899386723,AFN,AF8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8138233930825857,AFN,AF8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8638120092615543,AFN,AF8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8929890939684784,AFN,AF8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9123354285663794,AFN,AF8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9363491443656066,AFN,AF8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9463798540986101,AFN,AF8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.0004051776434253225,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.10836164122826378,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.3459051243290865,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5367113033447571,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6655745729820052,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7464898308248824,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8137024334515268,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8618100314185431,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8946723807346114,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9149001102637875,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9304240416750472,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.944588293729656,AFN,F5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.0004469117522060431,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.11100313551016833,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.3460746182702231,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5355618381540741,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6663244613376023,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7529048159534629,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8088027750770116,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8594753706862107,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8848413150941459,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9127949835189367,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9292059523637668,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9491720558486629,AFN,F1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.00047531022320565285,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.10841026406998029,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.34272865812324255,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5365704037334568,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6673521586782242,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7505717947063962,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8133274770045712,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8589591191695954,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8845736985299861,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9168365296974857,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.931677574553515,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9441003208646488,AFN,F2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.0003188586477061719,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.11018367197146597,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.34550927119080865,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5366927261005334,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.664646834450357,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7442319442533032,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.812931111258737,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8628469878882008,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8889993182268928,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9147229915112597,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9339770029884118,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9425893869584743,AFN,F6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.00038967720719670505,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.10709540062700802,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.34434606811294227,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5281444540439748,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6677144081565821,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7477175520399169,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8117686869726883,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8608239181191238,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.889560602501048,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9132893835088508,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9296814493885636,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9414209467692665,AFN,FT7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.0003190543521479412,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.10823948812094063,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.34341767130401335,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5308787831961288,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6644262777271788,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.751964549266769,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8143013578168626,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8568753946171637,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8903474831604211,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9135486242838996,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9274392422833831,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9399315311189197,AFN,FC3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.00043339288705981547,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.10909465115086699,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.3427709549391402,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.532801287595648,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.663496571221034,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7478932658156032,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8166842935555954,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8566793551151195,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8886527375050622,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9118294814658567,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9306867740850189,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9453299820145065,AFN,FC4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.00020202381959557165,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.10599922218424214,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.3453739156490847,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5326290103159437,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6638517879302985,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7487862365221338,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8089828441152401,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8609273059429361,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8929573590703018,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9116400972097357,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9286076463942137,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9439579229089108,AFN,FT8,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.00039799072756135305,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.10915307677712915,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.33771258338318594,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.529537518249771,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.660634874417849,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7514805258423762,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8137966142988117,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8555728013201198,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8863149406947417,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9099172139500908,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9244772054541992,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9416224566612198,AFN,C5,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.0002749418186476204,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.10977907392053816,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.3469903891911517,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5357078775861347,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6642209694801902,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7499331725555152,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8108010006053514,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8631184121472427,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8939228514454114,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9165172220420675,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9285890681717556,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9439135977450069,AFN,C1,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.00023314344402649453,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.11207040846733339,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.3453166641288959,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5317733135083906,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6653695581819438,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7557377526534397,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.815389928701547,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8603131981178236,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8943955503757303,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.916684853072504,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9244298586490616,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9462440999429148,AFN,C2,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.000267900281239998,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.11020134248960106,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.3370196898035866,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.529224512661674,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6582343320160439,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7511547878954766,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8071091726374618,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8563893417149688,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8897969093815037,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.912532698909423,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9286341373889682,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9419705510861786,AFN,C6,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.0004601057401842868,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.10679998905555081,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.34109423381308357,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5291041420046788,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6598097722551999,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.745651476743922,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8115560520989539,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.856532178516966,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8861538615571641,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9097738595591028,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9302379135695348,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9372112208769324,AFN,TP7,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.0003242739944189631,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.11076757356822699,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.3433919360286031,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5330395284051804,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6683009690675862,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7524608274006969,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8208164200372894,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8633225079891019,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8966101972893127,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9122701426082926,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9337567121976379,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9476401084209078,AFN,CP3,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.00020195987569315076,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.10977043950535152,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.34548712353377586,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5337842421238119,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6665809813156112,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7484161740031481,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8166585910135342,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8678107308818598,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8960590090266342,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9143837768661485,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9333883006758877,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
12,0.9482707585236412,AFN,CPz,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
1,0.000352022400443785,AFN,CP4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
2,0.11018648143238834,AFN,CP4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
3,0.34287798064031305,AFN,CP4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
4,0.5325747131951674,AFN,CP4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
5,0.6659239851012063,AFN,CP4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
6,0.7593993510398448,AFN,CP4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
7,0.8182882346194338,AFN,CP4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
8,0.8675758482092982,AFN,CP4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
9,0.8884162592391718,AFN,CP4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
10,0.9173245398122742,AFN,CP4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
11,0.9332827366440073,AFN,CP4,7,Dimension,sub-010003,Eyes-Closed,250.0,50.0,0.0-125.0,7.967733333333333,Lemon
